Date,2.9.0,2.9.0 daily return,2.9.0 cumulative return,2.9.0 drawdown,S&P 500,S&P 500 daily return,S&P 500 cumulative return,S&P 500 drawdown,,Key Statistics (2004-02-12 to 2023-02-28),,,,,,,,,,,,,
2020-08-31,"$2,304,470.11",-0.16%,828.62%,-10.53%,"$1,042,938.42",-0.36%,320.27%,-0.36%,,,,,,,,,,,,,,,
2020-09-01,"$2,291,809.34",-0.55%,823.51%,-11.14%,"$1,052,761.45",0.94%,324.22%,0.00%,,,,,,,,,,,,,,,
2020-09-02,"$2,327,428.61",1.55%,837.87%,-9.44%,"$1,067,988.55",1.45%,330.36%,0.00%,,,,,,,,,,,,,,,
2020-09-03,"$2,271,914.11",-2.39%,815.50%,-12.12%,"$1,031,234.45",-3.44%,315.55%,-3.56%,,,,,,,,,,,,,,,
2020-09-04,"$2,254,199.11",-0.78%,808.36%,-13.00%,"$1,022,814.85",-0.82%,312.16%,-4.42%,,,,,,,,,,,,,,,
2020-09-08,"$2,213,566.81",-1.80%,791.98%,-15.07%,"$994,868.57",-2.73%,300.89%,-7.35%,,,,,,,,,,,,,,,
2020-09-09,"$2,249,739.26",1.63%,806.56%,-13.22%,"$1,014,514.62",1.97%,308.81%,-5.27%,,,,,,,,,,,,,,,
2020-09-10,"$2,219,470.15",-1.35%,794.36%,-14.76%,"$996,898.98",-1.74%,301.71%,-7.13%,,,,,,,,,,,,,,,
2020-09-11,"$2,221,749.06",0.10%,795.28%,-14.65%,"$997,406.58",0.05%,301.92%,-7.08%,,,,,,,,,,,,,,,
2020-09-14,"$2,244,767.69",1.04%,804.56%,-13.47%,"$1,010,543.74",1.32%,307.21%,-5.68%,,,,,,,,,,,,,,,
2020-09-15,"$2,243,037.16",-0.08%,803.86%,-13.56%,"$1,015,649.21",0.51%,309.27%,-5.15%,,,,,,,,,,,,,,,
2020-09-16,"$2,242,239.31",-0.04%,803.54%,-13.60%,"$1,011,618.48",-0.40%,307.64%,-5.57%,,,,,,,,,,,,,,,
2020-09-17,"$2,235,640.49",-0.29%,800.88%,-13.93%,"$1,002,721.04",-0.88%,304.06%,-6.51%,,,,,,,,,,,,,,,
2020-09-18,"$2,231,897.95",-0.17%,799.37%,-14.13%,"$991,223.58",-1.15%,299.43%,-7.74%,,,,,,,,,,,,,,,
2020-09-21,"$2,198,046.25",-1.52%,785.73%,-15.88%,"$980,191.55",-1.11%,294.98%,-8.96%,,,,,,,,,,,,,,,
2020-09-22,"$2,214,389.15",0.74%,792.32%,-15.03%,"$990,174.27",1.02%,299.00%,-7.86%,,,,,,,,,,,,,,,
2020-09-23,"$2,165,846.60",-2.19%,772.76%,-17.61%,"$967,210.98",-2.32%,289.75%,-10.42%,,,,,,,,,,,,,,,
2020-09-24,"$2,174,856.69",0.42%,776.39%,-17.12%,"$969,788.99",0.27%,290.79%,-10.13%,,,,,,,,,,,,,,,
2020-09-25,"$2,199,858.15",1.15%,786.46%,-15.79%,"$985,467.56",1.62%,297.11%,-8.37%,,,,,,,,,,,,,,,
2020-09-28,"$2,225,854.40",1.18%,796.94%,-14.44%,"$1,001,835.45",1.66%,303.70%,-6.60%,,,,,,,,,,,,,,,
2020-09-29,"$2,226,208.32",0.02%,797.08%,-14.42%,"$996,379.59",-0.54%,301.50%,-7.19%,,,,,,,,,,,,,,,
2020-09-30,"$2,233,956.45",0.35%,800.20%,-14.02%,"$1,003,934.07",0.76%,304.55%,-6.38%,,,,,,,,,,,,,,,
2020-10-01,"$2,249,503.20",0.70%,806.47%,-13.23%,"$1,010,379.40",0.64%,307.15%,-5.70%,,,,,,,,,,,,,,,
2020-10-02,"$2,256,916.70",0.33%,809.45%,-12.86%,"$1,000,786.45",-0.95%,303.28%,-6.71%,,,,,,,,,,,,,,,
2020-10-05,"$2,290,147.93",1.47%,822.84%,-11.22%,"$1,018,533.57",1.77%,310.43%,-4.86%,,,,,,,,,,,,,,,
2020-10-06,"$2,280,477.72",-0.42%,818.95%,-11.69%,"$1,004,054.07",-1.42%,304.60%,-6.37%,,,,,,,,,,,,,,,
2020-10-07,"$2,300,152.03",0.86%,826.88%,-10.74%,"$1,021,531.11",1.74%,311.64%,-4.55%,,,,,,,,,,,,,,,
2020-10-08,"$2,331,465.07",1.36%,839.49%,-9.25%,"$1,030,584.52",0.89%,315.29%,-3.63%,,,,,,,,,,,,,,,
2020-10-09,"$2,358,746.38",1.17%,850.49%,-7.99%,"$1,039,787.70",0.89%,319.00%,-2.71%,,,,,,,,,,,,,,,
2020-10-12,"$2,370,314.81",0.49%,855.15%,-7.46%,"$1,056,515.59",1.61%,325.74%,-1.09%,,,,,,,,,,,,,,,
2020-10-13,"$2,363,624.15",-0.28%,852.45%,-7.77%,"$1,049,620.65",-0.65%,322.96%,-1.75%,,,,,,,,,,,,,,,
2020-10-14,"$2,353,796.01",-0.42%,848.49%,-8.22%,"$1,043,025.55",-0.63%,320.30%,-2.39%,,,,,,,,,,,,,,,
2020-10-15,"$2,357,264.68",0.15%,849.89%,-8.06%,"$1,041,736.55",-0.12%,319.78%,-2.52%,,,,,,,,,,,,,,,
2020-10-16,"$2,347,981.51",-0.39%,846.15%,-8.48%,"$1,041,107.09",-0.06%,319.53%,-2.58%,,,,,,,,,,,,,,,
2020-10-19,"$2,318,579.59",-1.25%,834.30%,-9.86%,"$1,025,278.74",-1.52%,313.15%,-4.17%,,,,,,,,,,,,,,,
2020-10-20,"$2,322,093.05",0.15%,835.72%,-9.69%,"$1,029,385.75",0.40%,314.80%,-3.75%,,,,,,,,,,,,,,,
2020-10-21,"$2,316,958.92",-0.22%,833.65%,-9.94%,"$1,027,437.21",-0.19%,314.02%,-3.95%,,,,,,,,,,,,,,,
2020-10-22,"$2,307,951.31",-0.39%,830.02%,-10.36%,"$1,033,073.22",0.55%,316.29%,-3.38%,,,,,,,,,,,,,,,
2020-10-23,"$2,320,963.29",0.56%,835.26%,-9.75%,"$1,036,580.54",0.34%,317.70%,-3.03%,,,,,,,,,,,,,,,
2020-10-26,"$2,284,923.24",-1.55%,820.74%,-11.48%,"$1,017,424.72",-1.85%,309.98%,-4.97%,,,,,,,,,,,,,,,
2020-10-27,"$2,277,212.24",-0.34%,817.63%,-11.85%,"$1,013,917.41",-0.34%,308.57%,-5.33%,,,,,,,,,,,,,,,
2020-10-28,"$2,218,209.86",-2.59%,793.86%,-14.83%,"$979,262.86",-3.42%,294.61%,-9.06%,,,,,,,,,,,,,,,
2020-10-29,"$2,234,358.92",0.73%,800.36%,-14.00%,"$989,215.50",1.02%,298.62%,-7.96%,,,,,,,,,,,,,,,
2020-10-30,"$2,215,453.14",-0.85%,792.74%,-14.97%,"$978,903.17",-1.04%,294.46%,-9.10%,,,,,,,,,,,,,,,
2020-11-02,"$2,254,335.24",1.76%,808.41%,-12.99%,"$989,875.04",1.12%,298.88%,-7.89%,,,,,,,,,,,,,,,
2020-11-03,"$2,303,344.00",2.17%,828.16%,-10.59%,"$1,007,352.39",1.77%,305.93%,-6.02%,,,,,,,,,,,,,,,
2020-11-04,"$2,287,689.64",-0.68%,821.85%,-11.34%,"$1,029,865.76",2.23%,315.00%,-3.70%,,,,,,,,,,,,,,,
2020-11-05,"$2,336,403.46",2.13%,841.48%,-9.02%,"$1,049,951.19",1.95%,323.09%,-1.72%,,,,,,,,,,,,,,,
2020-11-06,"$2,328,679.25",-0.33%,838.37%,-9.38%,"$1,049,711.50",-0.02%,322.99%,-1.74%,,,,,,,,,,,,,,,
2020-11-09,"$2,324,841.89",-0.16%,836.82%,-9.56%,"$1,062,901.99",1.26%,328.31%,-0.48%,,,,,,,,,,,,,,,
2020-11-10,"$2,371,365.48",2.00%,855.57%,-7.41%,"$1,061,343.22",-0.15%,327.68%,-0.63%,,,,,,,,,,,,,,,
2020-11-11,"$2,390,045.63",0.79%,863.10%,-6.57%,"$1,069,227.32",0.74%,330.86%,0.00%,,,,,,,,,,,,,,,
2020-11-12,"$2,363,494.19",-1.11%,852.40%,-7.77%,"$1,058,854.83",-0.97%,326.68%,-0.98%,,,,,,,,,,,,,,,
2020-11-13,"$2,393,924.04",1.29%,864.66%,-6.40%,"$1,073,514.17",1.38%,332.59%,0.00%,,,,,,,,,,,,,,,
2020-11-16,"$2,424,883.18",1.29%,877.14%,-5.04%,"$1,086,914.28",1.25%,337.99%,0.00%,,,,,,,,,,,,,,,
2020-11-17,"$2,421,917.86",-0.12%,875.94%,-5.17%,"$1,081,068.65",-0.54%,335.63%,-0.54%,,,,,,,,,,,,,,,
2020-11-18,"$2,388,693.79",-1.37%,862.55%,-6.63%,"$1,068,058.32",-1.20%,330.39%,-1.77%,,,,,,,,,,,,,,,
2020-11-19,"$2,381,085.12",-0.32%,859.49%,-6.98%,"$1,072,555.10",0.42%,332.20%,-1.34%,,,,,,,,,,,,,,,
2020-11-20,"$2,371,210.72",-0.41%,855.51%,-7.42%,"$1,065,210.54",-0.68%,329.24%,-2.04%,,,,,,,,,,,,,,,
2020-11-23,"$2,390,475.04",0.81%,863.27%,-6.55%,"$1,071,596.02",0.60%,331.81%,-1.43%,,,,,,,,,,,,,,,
2020-11-24,"$2,419,369.82",1.21%,874.92%,-5.28%,"$1,088,863.45",1.61%,338.77%,0.00%,,,,,,,,,,,,,,,
2020-11-25,"$2,408,038.11",-0.47%,870.35%,-5.78%,"$1,087,184.67",-0.15%,338.09%,-0.15%,,,,,,,,,,,,,,,
2020-11-27,"$2,415,022.59",0.29%,873.16%,-5.47%,"$1,090,212.60",0.28%,339.31%,0.00%,,,,,,,,,,,,,,,
2020-11-30,"$2,394,895.50",-0.83%,865.05%,-6.36%,"$1,085,386.21",-0.44%,337.37%,-0.44%,,,,,,,,,,,,,,,
2020-12-01,"$2,417,775.80",0.96%,874.27%,-5.35%,"$1,097,257.62",1.09%,342.15%,0.00%,,,,,,,,,,,,,,,
2020-12-02,"$2,414,409.73",-0.14%,872.92%,-5.50%,"$1,099,565.86",0.21%,343.08%,0.00%,,,,,,,,,,,,,,,
2020-12-03,"$2,419,537.52",0.21%,874.98%,-5.27%,"$1,099,266.01",-0.03%,342.96%,-0.03%,,,,,,,,,,,,,,,
2020-12-04,"$2,448,199.75",1.18%,886.53%,-4.04%,"$1,108,738.96",0.86%,346.78%,0.00%,,,,,,,,,,,,,,,
2020-12-07,"$2,446,754.58",-0.06%,885.95%,-4.10%,"$1,106,460.49",-0.21%,345.86%,-0.21%,,,,,,,,,,,,,,,
2020-12-08,"$2,460,123.79",0.55%,891.34%,-3.54%,"$1,109,698.03",0.29%,347.17%,0.00%,,,,,,,,,,,,,,,
2020-12-09,"$2,458,941.92",-0.05%,890.86%,-3.59%,"$1,099,745.39",-0.90%,343.16%,-0.90%,,,,,,,,,,,,,,,
2020-12-10,"$2,456,144.20",-0.11%,889.73%,-3.71%,"$1,099,385.70",-0.03%,343.01%,-0.94%,,,,,,,,,,,,,,,
2020-12-11,"$2,454,162.02",-0.08%,888.94%,-3.79%,"$1,098,096.70",-0.12%,342.49%,-1.06%,,,,,,,,,,,,,,,
2020-12-14,"$2,455,208.18",0.04%,889.36%,-3.75%,"$1,093,180.38",-0.45%,340.51%,-1.51%,,,,,,,,,,,,,,,
2020-12-15,"$2,496,433.04",1.68%,905.97%,-2.03%,"$1,107,959.42",1.35%,346.47%,-0.16%,,,,,,,,,,,,,,,
2020-12-16,"$2,503,913.64",0.30%,908.98%,-1.73%,"$1,109,698.03",0.16%,347.17%,0.00%,,,,,,,,,,,,,,,
2020-12-17,"$2,516,003.97",0.48%,913.86%,-1.24%,"$1,115,903.36",0.56%,349.67%,0.00%,,,,,,,,,,,,,,,
2020-12-18,"$2,518,105.42",0.08%,914.70%,-1.15%,"$1,111,466.73",-0.40%,347.88%,-0.40%,,,,,,,,,,,,,,,
2020-12-21,"$2,497,597.34",-0.81%,906.44%,-1.98%,"$1,107,492.74",-0.36%,346.28%,-0.76%,,,,,,,,,,,,,,,
2020-12-22,"$2,489,360.14",-0.33%,903.12%,-2.32%,"$1,105,626.06",-0.17%,345.53%,-0.93%,,,,,,,,,,,,,,,
2020-12-23,"$2,507,519.98",0.73%,910.44%,-1.58%,"$1,106,619.56",0.09%,345.93%,-0.84%,,,,,,,,,,,,,,,
2020-12-24,"$2,510,471.02",0.12%,911.63%,-1.46%,"$1,110,924.71",0.39%,347.66%,-0.45%,,,,,,,,,,,,,,,
2020-12-28,"$2,520,006.90",0.38%,915.47%,-1.08%,"$1,120,468.35",0.86%,351.51%,0.00%,,,,,,,,,,,,,,,
2020-12-29,"$2,499,829.40",-0.80%,907.34%,-1.89%,"$1,118,330.66",-0.19%,350.65%,-0.19%,,,,,,,,,,,,,,,
2020-12-30,"$2,505,341.98",0.22%,909.56%,-1.67%,"$1,119,926.33",0.14%,351.29%,-0.05%,,,,,,,,,,,,,,,
2020-12-31,"$2,512,671.19",0.29%,912.51%,-1.37%,"$1,125,616.30",0.51%,353.58%,0.00%,,,,,,,,,,,,,,,
2021-01-04,"$2,520,289.23",0.30%,915.58%,-1.07%,"$1,110,292.15",-1.36%,347.41%,-1.38%,,,,,,,,,,,,,,,
2021-01-05,"$2,538,581.44",0.73%,922.95%,-0.34%,"$1,117,939.03",0.69%,350.49%,-0.69%,,,,,,,,,,,,,,,
2021-01-06,"$2,607,406.05",2.71%,950.69%,0.00%,"$1,124,622.50",0.60%,353.18%,-0.09%,,,,,,,,,,,,,,,
2021-01-07,"$2,610,646.00",0.12%,951.99%,0.00%,"$1,141,331.47",1.49%,359.91%,0.00%,,,,,,,,,,,,,,,
2021-01-08,"$2,588,247.07",-0.86%,942.97%,-0.87%,"$1,147,834.47",0.57%,362.53%,0.00%,,,,,,,,,,,,,,,
2021-01-11,"$2,575,335.02",-0.50%,937.76%,-1.37%,"$1,140,097.04",-0.67%,359.42%,-0.68%,,,,,,,,,,,,,,,
2021-01-12,"$2,590,991.11",0.61%,944.07%,-0.76%,"$1,140,337.97",0.02%,359.51%,-0.66%,,,,,,,,,,,,,,,
2021-01-13,"$2,584,532.28",-0.25%,941.47%,-1.01%,"$1,143,408.70",0.27%,360.75%,-0.39%,,,,,,,,,,,,,,,
2021-01-14,"$2,577,445.36",-0.27%,938.61%,-1.29%,"$1,139,404.63",-0.35%,359.14%,-0.74%,,,,,,,,,,,,,,,
2021-01-15,"$2,555,155.06",-0.86%,929.63%,-2.17%,"$1,131,095.42",-0.73%,355.79%,-1.48%,,,,,,,,,,,,,,,
2021-01-19,"$2,574,835.80",0.77%,937.56%,-1.39%,"$1,139,976.73",0.79%,359.37%,-0.69%,,,,,,,,,,,,,,,
2021-01-20,"$2,618,451.05",1.69%,955.14%,0.00%,"$1,155,752.36",1.38%,365.72%,0.00%,,,,,,,,,,,,,,,
2021-01-21,"$2,601,775.62",-0.64%,948.42%,-0.64%,"$1,156,806.01",0.09%,366.15%,0.00%,,,,,,,,,,,,,,,
2021-01-22,"$2,602,778.45",0.04%,948.82%,-0.60%,"$1,152,711.41",-0.35%,364.50%,-0.36%,,,,,,,,,,,,,,,
2021-01-25,"$2,618,633.64",0.61%,955.21%,0.00%,"$1,157,257.49",0.39%,366.33%,0.00%,,,,,,,,,,,,,,,
2021-01-26,"$2,629,675.06",0.42%,959.66%,0.00%,"$1,155,450.97",-0.16%,365.60%,-0.16%,,,,,,,,,,,,,,,
2021-01-27,"$2,598,212.53",-1.20%,946.98%,-1.21%,"$1,127,211.36",-2.44%,354.22%,-2.67%,,,,,,,,,,,,,,,
2021-01-28,"$2,585,023.20",-0.51%,941.67%,-1.73%,"$1,136,905.70",0.86%,358.13%,-1.79%,,,,,,,,,,,,,,,
2021-01-29,"$2,556,083.34",-1.12%,930.01%,-2.88%,"$1,114,145.20",-2.00%,348.96%,-3.87%,,,,,,,,,,,,,,,
2021-02-01,"$2,597,727.37",1.63%,946.79%,-1.23%,"$1,132,690.78",1.66%,356.43%,-2.17%,,,,,,,,,,,,,,,
2021-02-02,"$2,598,151.92",0.02%,946.96%,-1.21%,"$1,148,707.34",1.41%,362.89%,-0.74%,,,,,,,,,,,,,,,
2021-02-03,"$2,602,577.63",0.17%,948.74%,-1.04%,"$1,149,610.61",0.08%,363.25%,-0.67%,,,,,,,,,,,,,,,
2021-02-04,"$2,617,689.69",0.58%,954.83%,-0.46%,"$1,162,676.76",1.14%,368.52%,0.00%,,,,,,,,,,,,,,,
2021-02-05,"$2,632,001.02",0.55%,960.60%,0.00%,"$1,167,252.92",0.39%,370.36%,0.00%,,,,,,,,,,,,,,,
2021-02-08,"$2,669,074.80",1.41%,975.54%,0.00%,"$1,175,682.76",0.72%,373.76%,0.00%,,,,,,,,,,,,,,,
2021-02-09,"$2,689,247.29",0.76%,983.67%,0.00%,"$1,174,900.12",-0.07%,373.44%,-0.07%,,,,,,,,,,,,,,,
2021-02-10,"$2,708,978.78",0.73%,991.62%,0.00%,"$1,174,388.17",-0.04%,373.23%,-0.11%,,,,,,,,,,,,,,,
2021-02-11,"$2,705,389.01",-0.13%,990.17%,-0.13%,"$1,176,284.93",0.16%,374.00%,0.00%,,,,,,,,,,,,,,,
2021-02-12,"$2,709,811.41",0.16%,991.95%,0.00%,"$1,182,095.52",0.49%,376.34%,0.00%,,,,,,,,,,,,,,,
2021-02-16,"$2,693,301.99",-0.61%,985.30%,-0.61%,"$1,181,071.95",-0.09%,375.93%,-0.09%,,,,,,,,,,,,,,,
2021-02-17,"$2,682,623.06",-0.40%,981.00%,-1.01%,"$1,181,342.96",0.02%,376.04%,-0.06%,,,,,,,,,,,,,,,
2021-02-18,"$2,664,558.77",-0.67%,973.72%,-1.70%,"$1,176,315.32",-0.43%,374.01%,-0.49%,,,,,,,,,,,,,,,
2021-02-19,"$2,661,481.81",-0.12%,972.48%,-1.82%,"$1,174,238.09",-0.18%,373.17%,-0.67%,,,,,,,,,,,,,,,
2021-02-22,"$2,666,981.48",0.21%,974.69%,-1.61%,"$1,165,206.08",-0.77%,369.53%,-1.45%,,,,,,,,,,,,,,,
2021-02-23,"$2,652,901.45",-0.53%,969.02%,-2.15%,"$1,166,620.98",0.12%,370.10%,-1.33%,,,,,,,,,,,,,,,
2021-02-24,"$2,674,305.77",0.81%,977.65%,-1.33%,"$1,179,476.28",1.10%,375.28%,-0.22%,,,,,,,,,,,,,,,
2021-02-25,"$2,644,174.30",-1.13%,965.50%,-2.48%,"$1,151,055.89",-2.41%,363.83%,-2.70%,,,,,,,,,,,,,,,
2021-02-26,"$2,601,677.06",-1.61%,948.38%,-4.16%,"$1,145,124.99",-0.52%,361.44%,-3.23%,,,,,,,,,,,,,,,
2021-03-01,"$2,646,807.91",1.73%,966.56%,-2.38%,"$1,172,883.05",2.42%,372.63%,-0.79%,,,,,,,,,,,,,,,
2021-03-02,"$2,653,533.92",0.25%,969.27%,-2.12%,"$1,163,730.72",-0.78%,368.94%,-1.58%,,,,,,,,,,,,,,,
2021-03-03,"$2,652,901.88",-0.02%,969.02%,-2.15%,"$1,148,316.33",-1.32%,362.73%,-2.94%,,,,,,,,,,,,,,,
2021-03-04,"$2,639,600.68",-0.50%,963.66%,-2.66%,"$1,134,105.99",-1.24%,357.00%,-4.23%,,,,,,,,,,,,,,,
2021-03-05,"$2,694,448.10",2.08%,985.76%,-0.57%,"$1,154,969.72",1.84%,365.41%,-2.35%,,,,,,,,,,,,,,,
2021-03-08,"$2,728,224.24",1.25%,999.37%,0.00%,"$1,149,219.29",-0.50%,363.09%,-2.86%,,,,,,,,,,,,,,,
2021-03-09,"$2,744,416.71",0.59%,1005.90%,0.00%,"$1,165,627.17",1.43%,369.70%,-1.41%,,,,,,,,,,,,,,,
2021-03-10,"$2,759,946.70",0.57%,1012.16%,0.00%,"$1,172,882.74",0.62%,372.63%,-0.79%,,,,,,,,,,,,,,,
2021-03-11,"$2,775,427.35",0.56%,1018.39%,0.00%,"$1,184,774.61",1.01%,377.42%,0.00%,,,,,,,,,,,,,,,
2021-03-12,"$2,793,444.01",0.65%,1025.65%,0.00%,"$1,186,370.29",0.13%,378.06%,0.00%,,,,,,,,,,,,,,,
2021-03-15,"$2,835,280.51",1.50%,1042.51%,0.00%,"$1,193,445.38",0.60%,380.91%,0.00%,,,,,,,,,,,,,,,
2021-03-16,"$2,824,876.33",-0.37%,1038.32%,-0.37%,"$1,191,939.94",-0.13%,380.31%,-0.13%,,,,,,,,,,,,,,,
2021-03-17,"$2,829,982.68",0.18%,1040.38%,-0.19%,"$1,196,004.16",0.34%,381.94%,0.00%,,,,,,,,,,,,,,,
2021-03-18,"$2,808,721.45",-0.75%,1031.81%,-0.95%,"$1,178,602.78",-1.45%,374.93%,-1.48%,,,,,,,,,,,,,,,
2021-03-19,"$2,823,588.36",0.53%,1037.80%,-0.41%,"$1,176,428.50",-0.18%,374.06%,-1.66%,,,,,,,,,,,,,,,
2021-03-22,"$2,815,180.29",-0.30%,1034.41%,-0.71%,"$1,185,822.38",0.80%,377.84%,-0.86%,,,,,,,,,,,,,,,
2021-03-23,"$2,773,864.68",-1.47%,1017.76%,-2.21%,"$1,176,488.97",-0.79%,374.08%,-1.66%,,,,,,,,,,,,,,,
2021-03-24,"$2,750,553.60",-0.84%,1008.37%,-3.08%,"$1,170,508.45",-0.51%,371.67%,-2.18%,,,,,,,,,,,,,,,
2021-03-25,"$2,779,492.51",1.05%,1020.03%,-2.01%,"$1,177,093.31",0.56%,374.32%,-1.61%,,,,,,,,,,,,,,,
2021-03-26,"$2,832,220.19",1.90%,1041.28%,-0.11%,"$1,196,062.15",1.61%,381.97%,0.00%,,,,,,,,,,,,,,,
2021-03-29,"$2,819,329.11",-0.46%,1036.08%,-0.57%,"$1,195,458.11",-0.05%,381.72%,-0.05%,,,,,,,,,,,,,,,
2021-03-30,"$2,815,259.89",-0.14%,1034.44%,-0.71%,"$1,192,286.61",-0.27%,380.45%,-0.32%,,,,,,,,,,,,,,,
2021-03-31,"$2,810,427.43",-0.17%,1032.50%,-0.88%,"$1,197,119.52",0.41%,382.39%,0.00%,,,,,,,,,,,,,,,
2021-04-01,"$2,850,647.29",1.43%,1048.70%,0.00%,"$1,210,047.38",1.08%,387.60%,0.00%,,,,,,,,,,,,,,,
2021-04-05,"$2,875,751.53",0.88%,1058.82%,0.00%,"$1,227,415.27",1.44%,394.60%,0.00%,,,,,,,,,,,,,,,
2021-04-06,"$2,881,047.59",0.18%,1060.95%,0.00%,"$1,226,690.31",-0.06%,394.31%,-0.06%,,,,,,,,,,,,,,,
2021-04-07,"$2,862,548.44",-0.64%,1053.50%,-0.65%,"$1,228,109.85",0.12%,394.88%,0.00%,,,,,,,,,,,,,,,
2021-04-08,"$2,855,002.11",-0.26%,1050.46%,-0.91%,"$1,233,939.36",0.47%,397.23%,0.00%,,,,,,,,,,,,,,,
2021-04-09,"$2,863,382.32",0.29%,1053.84%,-0.62%,"$1,242,910.28",0.73%,400.85%,0.00%,,,,,,,,,,,,,,,
2021-04-12,"$2,860,939.96",-0.09%,1052.85%,-0.70%,"$1,243,363.31",0.04%,401.03%,0.00%,,,,,,,,,,,,,,,
2021-04-13,"$2,861,108.74",0.01%,1052.92%,-0.70%,"$1,247,048.30",0.30%,402.51%,0.00%,,,,,,,,,,,,,,,
2021-04-14,"$2,865,091.58",0.14%,1054.52%,-0.56%,"$1,242,789.35",-0.34%,400.80%,-0.34%,,,,,,,,,,,,,,,
2021-04-15,"$2,897,794.35",1.14%,1067.70%,0.00%,"$1,256,140.16",1.07%,406.18%,0.00%,,,,,,,,,,,,,,,
2021-04-16,"$2,918,870.41",0.73%,1076.20%,0.00%,"$1,260,338.64",0.33%,407.87%,0.00%,,,,,,,,,,,,,,,
2021-04-19,"$2,910,281.65",-0.29%,1072.73%,-0.30%,"$1,254,146.65",-0.49%,405.37%,-0.49%,,,,,,,,,,,,,,,
2021-04-20,"$2,896,308.44",-0.48%,1067.10%,-0.78%,"$1,244,964.25",-0.73%,401.67%,-1.23%,,,,,,,,,,,,,,,
2021-04-21,"$2,915,322.95",0.66%,1074.77%,-0.12%,"$1,256,744.19",0.95%,406.42%,-0.29%,,,,,,,,,,,,,,,
2021-04-22,"$2,897,174.56",-0.62%,1067.45%,-0.75%,"$1,245,266.27",-0.91%,401.80%,-1.21%,,,,,,,,,,,,,,,
2021-04-23,"$2,906,792.57",0.33%,1071.33%,-0.42%,"$1,258,768.09",1.08%,407.24%,-0.12%,,,,,,,,,,,,,,,
2021-04-26,"$2,891,152.31",-0.54%,1065.03%,-0.96%,"$1,261,396.01",0.21%,408.30%,0.00%,,,,,,,,,,,,,,,
2021-04-27,"$2,877,252.57",-0.48%,1059.43%,-1.45%,"$1,261,124.07",-0.02%,408.19%,-0.02%,,,,,,,,,,,,,,,
2021-04-28,"$2,872,570.58",-0.16%,1057.54%,-1.61%,"$1,260,761.59",-0.03%,408.04%,-0.05%,,,,,,,,,,,,,,,
2021-04-29,"$2,892,548.12",0.70%,1065.59%,-0.91%,"$1,268,796.07",0.64%,411.28%,0.00%,,,,,,,,,,,,,,,
2021-04-30,"$2,871,608.51",-0.72%,1057.15%,-1.65%,"$1,260,459.57",-0.66%,407.92%,-0.66%,,,,,,,,,,,,,,,
2021-05-03,"$2,923,317.79",1.80%,1077.99%,0.00%,"$1,263,178.04",0.22%,409.01%,-0.44%,,,,,,,,,,,,,,,
2021-05-04,"$2,915,646.05",-0.26%,1074.90%,-0.26%,"$1,255,385.11",-0.62%,405.87%,-1.07%,,,,,,,,,,,,,,,
2021-05-05,"$2,921,853.24",0.21%,1077.40%,-0.05%,"$1,255,777.67",0.03%,406.03%,-1.04%,,,,,,,,,,,,,,,
2021-05-06,"$2,939,778.56",0.61%,1084.62%,0.00%,"$1,265,805.66",0.80%,410.07%,-0.24%,,,,,,,,,,,,,,,
2021-05-07,"$2,957,859.43",0.62%,1091.91%,0.00%,"$1,275,018.14",0.73%,413.78%,0.00%,,,,,,,,,,,,,,,
2021-05-10,"$2,956,481.90",-0.05%,1091.35%,-0.05%,"$1,262,392.30",-0.99%,408.70%,-1.00%,,,,,,,,,,,,,,,
2021-05-11,"$2,934,133.80",-0.76%,1082.35%,-0.81%,"$1,251,125.85",-0.89%,404.16%,-1.91%,,,,,,,,,,,,,,,
2021-05-12,"$2,888,270.29",-1.56%,1063.86%,-2.41%,"$1,224,545.48",-2.12%,393.45%,-4.12%,,,,,,,,,,,,,,,
2021-05-13,"$2,935,493.52",1.64%,1082.89%,-0.76%,"$1,239,255.37",1.20%,399.37%,-2.89%,,,,,,,,,,,,,,,
2021-05-14,"$2,960,625.65",0.86%,1093.02%,0.00%,"$1,258,284.67",1.54%,407.04%,-1.33%,,,,,,,,,,,,,,,
2021-05-17,"$2,975,212.48",0.49%,1098.90%,0.00%,"$1,255,082.78",-0.25%,405.75%,-1.59%,,,,,,,,,,,,,,,
2021-05-18,"$2,953,454.50",-0.73%,1090.13%,-0.74%,"$1,244,269.36",-0.86%,401.39%,-2.47%,,,,,,,,,,,,,,,
2021-05-19,"$2,941,634.23",-0.40%,1085.37%,-1.14%,"$1,241,007.32",-0.26%,400.08%,-2.74%,,,,,,,,,,,,,,,
2021-05-20,"$2,965,128.60",0.80%,1094.84%,-0.34%,"$1,254,358.13",1.08%,405.46%,-1.65%,,,,,,,,,,,,,,,
2021-05-21,"$2,965,793.23",0.02%,1095.10%,-0.32%,"$1,253,331.14",-0.08%,405.05%,-1.73%,,,,,,,,,,,,,,,
2021-05-24,"$2,971,707.35",0.20%,1097.49%,-0.12%,"$1,266,107.99",1.02%,410.19%,-0.70%,,,,,,,,,,,,,,,
2021-05-25,"$2,948,296.45",-0.79%,1088.05%,-0.91%,"$1,263,298.98",-0.22%,409.06%,-0.93%,,,,,,,,,,,,,,,
